customerID,gender,Usia >65 Tahun (SeniorCitizen),Memiliki Pasangan (Partner),Memiliki Tanggungan (Dependents),Lama Berlangganan (tenure),Layanan Telepon (PhoneService),Memiliki Beberapan Layanan Telepon (MultipleLines),Jenis Layanan Internet (InternetService),Memiliki Keamanan Online (OnlineSecurity), Memiliki Backup Online (OnlineBackup),Memiliki Perlindungan Perangkat (DeviceProtection),Memiliki Dukungan Teknis (TechSupport),Layanan Streaming TV (StreamingTV), Layanan Streaming Film (StreamingMovies),Jenis Kontrak Pelanggan (Contract),Tagihan Paperless (PaperlessBilling),Metode Pembayaran (PaymentMethod),Jumlah Tagihan per Bulan (MonthlyCharges),Total Tagihan Selama Menjadi Pelanggan (TotalCharges),Churn
CUST0464,Female,1,Yes,Yes,41,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),111.61,4580.21,Yes
CUST0465,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,113.59,2729.94,No
CUST0466,Male,0,Yes,Yes,68,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.28,4778.18,No
CUST0467,Female,0,No,Yes,17,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),33.5,565.99,No
CUST0468,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,82.53,414.63,No
CUST0469,Female,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.93,3069.86,No
CUST0470,Male,0,No,No,36,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),68.08,2454.58,No
CUST0471,Female,0,No,No,66,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.35,4379.8,No
CUST0472,Female,0,Yes,No,69,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),80.99,5589.01,No
CUST0473,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.03,1395.01,No
CUST0474,Male,0,Yes,Yes,27,No,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),72.76,1963.26,No
CUST0475,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.04,3141.77,Yes
CUST0476,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.04,7722.8,Yes
CUST0477,Female,1,No,Yes,56,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,46.84,2618.54,No
CUST0478,Male,0,No,No,11,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.43,562.96,No
CUST0479,Female,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.91,2081.11,Yes
CUST0480,Male,0,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,98.41,3442.54,Yes
CUST0481,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),101.02,1212.73,No
CUST0482,Male,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.33,1854.21,No
CUST0483,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),44.85,580.37,No
CUST0484,Male,1,No,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.17,4496.35,No
CUST0485,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.82,4546.65,No
CUST0486,Male,0,Yes,Yes,48,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),109.54,5257.27,Yes
CUST0487,Male,0,No,No,48,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),50.38,2415.85,No
CUST0488,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),106.02,6681.44,No
CUST0489,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.23,2454.6,No
CUST0490,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.43,630.65,No
CUST0491,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.61,3111.71,No
CUST0492,Female,0,Yes,No,35,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.41,2392.96,No
CUST0493,Female,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.74,2788.78,No
CUST0494,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),52.22,2506.21,No
CUST0495,Male,0,No,No,22,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,61.39,1347.29,No
CUST0496,Female,0,No,No,31,No,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,107.7,3333.78,No
CUST0497,Female,0,Yes,No,51,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.27,3639.53,No
CUST0498,Male,0,No,No,7,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,69.68,483.67,No
CUST0499,Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.22,4076.68,No
CUST0500,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.37,149.38,No
CUST0501,Male,0,No,Yes,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.68,3354.83,No
CUST0502,Male,0,No,No,24,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.05,2596.3,No
CUST0503,Female,1,No,Yes,56,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.07,5828.83,No
CUST0504,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,87.82,1145.27,No
CUST0505,Male,0,Yes,No,62,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),110.35,6840.67,No
CUST0506,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.49,4315.02,Yes
CUST0507,Female,1,Yes,Yes,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,93.54,938.44,No
CUST0508,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.83,4339.78,No
CUST0509,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.1,3842.36,No
CUST0510,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),97.24,5247.86,No
CUST0511,Male,0,No,Yes,27,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),39.48,1070.18,No
CUST0512,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),24.13,1545.13,No
CUST0513,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.49,1050.19,No
CUST0514,Male,0,No,No,3,No,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.87,90.66,No
CUST0515,Male,0,Yes,Yes,8,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,39.87,319.46,Yes
CUST0516,Female,0,Yes,Yes,13,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),108.24,1410.89,No
CUST0517,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),94.19,6590.18,No
CUST0518,Female,0,No,No,16,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),100.85,1613.73,No
CUST0519,Female,1,Yes,Yes,62,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.03,4899.29,No
CUST0520,Male,0,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),77.73,4039.05,No
CUST0521,Female,0,No,No,18,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,34.78,627.59,No
CUST0522,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),21.69,647.98,No
CUST0523,Female,0,Yes,Yes,2,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.09,136.05,No
CUST0524,Female,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),86.99,5654.86,No
CUST0525,Male,1,No,Yes,29,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.49,735.89,No
CUST0526,Female,0,No,No,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,94.98,6172.62,No
CUST0527,Female,0,No,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.35,480.81,No
CUST0528,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,82.39,5193.41,No
CUST0529,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.01,4054.95,No
CUST0530,Female,0,Yes,No,47,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.88,3663.74,Yes
CUST0531,Male,0,No,No,21,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),25.28,532.26,No
CUST0532,Female,0,No,No,68,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.43,4929.58,No
CUST0533,Male,0,No,No,1,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.84,49.81,No
CUST0534,Male,0,Yes,Yes,6,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),62.86,379.27,No
CUST0535,Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.48,1183.07,No
CUST0536,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.44,1551.63,Yes
CUST0537,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.66,231.88,No
CUST0538,Male,0,Yes,Yes,7,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.82,773.7,No
CUST0539,Male,0,Yes,Yes,26,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.04,3039.81,No
CUST0540,Female,0,No,No,1,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),51.15,48.92,Yes
CUST0541,Male,0,Yes,Yes,20,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),52.54,1047.01,No
CUST0542,Male,0,No,No,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.22,1989.02,No
CUST0543,Female,1,Yes,Yes,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.08,80.31,No
CUST0544,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.44,2853.48,Yes
CUST0545,Male,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.81,2989.63,No
CUST0546,Female,0,Yes,No,3,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),51.99,157.39,Yes
CUST0547,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,64.32,1737.76,No
CUST0548,Male,0,No,Yes,5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,26.3,133.25,No
CUST0549,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.12,702.6,No
CUST0550,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),116.77,584.77,No
CUST0551,Female,0,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.96,6958.97,No
CUST0552,Female,0,Yes,No,22,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,105.14,2312.99,No
CUST0553,Female,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.28,1802.37,Yes
CUST0554,Female,0,Yes,Yes,23,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),40.19,925.33,No
CUST0555,Female,1,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),31.31,596.73,No
CUST0556,Female,0,No,No,61,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.57,4667.7,Yes
CUST0557,Female,1,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.31,2379.72,No
CUST0558,Male,0,Yes,No,13,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.48,990.7,No
CUST0559,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.6,117.79,Yes
CUST0560,Female,0,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.05,3088.09,No
CUST0561,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,97.63,4397.8,No
CUST0562,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.75,3144.28,No
CUST0563,Male,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.86,5083.22,No
CUST0564,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),60.79,2859.9,No
CUST0565,Male,1,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.77,451.04,No
CUST0566,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,20.82,1146.59,No
CUST0567,Male,0,Yes,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.58,6426.58,Yes
CUST0568,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,65.16,4369.8,No
CUST0569,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,112.88,1132.12,No
CUST0570,Female,1,Yes,Yes,1,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),100.73,98.69,No
CUST0571,Female,1,Yes,Yes,28,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.63,1561.57,Yes
CUST0572,Male,1,No,Yes,54,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),117.1,6324.01,No
CUST0573,Female,0,No,No,60,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,98.31,5899.05,No
CUST0574,Female,0,Yes,No,27,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,93.78,2535.64,No
CUST0575,Female,0,No,Yes,39,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.72,4127.88,No
CUST0576,Male,0,Yes,Yes,1,No,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,84.29,86.47,No
CUST0577,Male,0,Yes,No,6,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,90.3,538.8,No
CUST0578,Male,1,Yes,Yes,7,No,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,102.53,719.87,No
CUST0579,Male,0,Yes,No,33,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.02,730.34,No
CUST0580,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),84.59,5326.27,No
CUST0581,Male,0,Yes,No,15,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),102.39,1538.46,No
CUST0582,Female,0,No,Yes,51,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,47.97,2448.11,No
CUST0583,Male,1,No,No,11,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),26.17,285.14,No
CUST0584,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,92.12,4425.58,No
CUST0585,Male,0,No,No,67,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.57,2385.17,No
CUST0586,Female,0,No,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),108.35,2601.92,No
CUST0587,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),85.79,5745.29,No
CUST0588,Male,0,No,Yes,17,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,56.6,958.06,No
CUST0589,Male,0,No,Yes,34,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,115.96,3943.45,Yes
CUST0590,Female,0,Yes,No,48,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,52.1,2503.2,No
CUST0591,Male,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,104.68,4083.71,No
CUST0592,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,119.9,2159.71,No
CUST0593,Female,1,Yes,Yes,65,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.49,6527.93,Yes
CUST0594,Female,1,Yes,No,35,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.54,2884.52,No
CUST0595,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.43,2538.77,Yes
CUST0596,Male,0,Yes,No,26,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.47,2276.93,Yes
CUST0597,Male,1,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.48,1342.12,Yes
CUST0598,Female,0,Yes,Yes,34,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,96.7,3286.94,No
CUST0599,Female,0,No,Yes,53,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),108.79,5764.87,No
CUST0600,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.61,2546.38,No
CUST0601,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),42.57,552.95,Yes
CUST0602,Female,0,Yes,No,47,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,59.66,2799.17,No
CUST0603,Male,0,No,Yes,32,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),38.35,1228.21,No
CUST0604,Male,1,Yes,No,64,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,25.41,1626.12,No
CUST0605,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.97,499.15,No
CUST0606,Female,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),74.71,1198.32,No
CUST0607,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,42.13,2358.55,Yes
CUST0608,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),39.8,1428.04,No
CUST0609,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,98.34,4525.37,No
CUST0610,Male,1,No,No,1,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),21.78,24.07,No
CUST0611,Male,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),23.23,96.41,No
CUST0612,Female,0,No,No,17,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.3,1006.36,No
CUST0613,Female,1,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.22,738.76,Yes
CUST0614,Female,0,No,No,5,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),90.67,455.57,No
CUST0615,Female,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.82,4979.24,Yes
CUST0616,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.92,591.79,No
CUST0617,Female,0,No,Yes,0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,70.49,1.41,No
CUST0618,Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,98.79,3657.08,No
CUST0619,Male,0,No,No,65,No,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,78.42,5094.16,Yes
CUST0620,Female,0,No,No,22,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.47,1244.81,No
CUST0621,Male,1,No,Yes,67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,113.29,7586.25,No
CUST0622,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,93.25,6066.23,No
CUST0623,Male,0,Yes,Yes,42,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.95,1338.68,No
CUST0624,Male,0,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),105.22,3362.84,No
CUST0625,Male,0,Yes,Yes,1,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,28.33,28.04,No
CUST0626,Male,1,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.59,3872.9,No
CUST0627,Male,0,Yes,Yes,60,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.32,3319.58,No
CUST0628,Male,0,No,No,61,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),31.09,1901.45,No
CUST0629,Male,0,Yes,Yes,8,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,104.68,836.0,No
CUST0630,Female,0,No,No,29,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.13,1019.2,No
CUST0631,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.14,3461.8,No
CUST0632,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,114.58,2638.53,No
CUST0633,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),20.75,642.97,No
CUST0634,Male,1,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),25.75,795.87,No
CUST0635,Female,0,No,Yes,15,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,24.7,375.38,No
