customerID,gender,Usia >65 Tahun (SeniorCitizen),Memiliki Pasangan (Partner),Memiliki Tanggungan (Dependents),Lama Berlangganan (tenure),Layanan Telepon (PhoneService),Memiliki Beberapan Layanan Telepon (MultipleLines),Jenis Layanan Internet (InternetService),Memiliki Keamanan Online (OnlineSecurity), Memiliki Backup Online (OnlineBackup),Memiliki Perlindungan Perangkat (DeviceProtection),Memiliki Dukungan Teknis (TechSupport),Layanan Streaming TV (StreamingTV), Layanan Streaming Film (StreamingMovies),Jenis Kontrak Pelanggan (Contract),Tagihan Paperless (PaperlessBilling),Metode Pembayaran (PaymentMethod),Jumlah Tagihan per Bulan (MonthlyCharges),Total Tagihan Selama Menjadi Pelanggan (TotalCharges),Churn
IDD4E062,Male,1,Yes,No,56,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),30.02,6252.59,Yes
IDA9B9C2,Female,0,Yes,No,68,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,106.52,1456.29,Yes
ID79E145,Male,0,Yes,No,21,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),103.21,3730.07,No
ID616842,Female,1,No,No,63,No,No,No,No internet service,No,Yes,No internet service,No internet service,No,One year,No,Electronic check,95.36,5372.34,Yes
IDB488B9,Male,1,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,66.61,7718.99,Yes
ID1BAF7B,Male,1,No,Yes,70,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),95.75,7993.94,Yes
IDEF4958,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,67.87,7624.32,Yes
IDF5298A,Female,1,No,Yes,22,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.66,5751.57,Yes
ID729BF0,Male,0,No,Yes,24,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),108.01,5976.6,Yes
ID0A1DCF,Female,1,Yes,No,5,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,109.05,6078.5,No
ID658A03,Male,0,Yes,Yes,33,No,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.46,6903.59,Yes
ID4C4850,Male,1,No,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.93,7615.25,No
IDA5B902,Female,0,No,Yes,8,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.15,3576.74,No
ID55AECA,Male,1,Yes,No,59,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,30.18,3343.76,No
ID7AE85C,Male,1,No,No,48,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.83,3694.51,No
ID6BD4B5,Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,85.18,5285.34,Yes
ID83ACE5,Male,0,No,No,59,No,No,No,No internet service,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),35.3,6208.05,Yes
IDF40FAD,Male,1,Yes,No,69,Yes,Yes,No,No,No,No internet service,No,Yes,No,Two year,No,Electronic check,67.22,6966.94,Yes
ID969DCB,Male,1,No,No,36,No,No,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),29.44,3660.56,Yes
ID506737,Male,1,No,Yes,30,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),80.21,2919.71,Yes
IDF341CC,Female,1,No,Yes,40,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,105.51,7867.15,Yes
IDE70783,Female,1,Yes,No,61,No,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.76,1870.46,No
IDEB8C2D,Male,0,Yes,Yes,57,No,No phone service,No,Yes,No,Yes,Yes,No,No internet service,One year,No,Mailed check,57.83,1791.6,Yes
IDDFA2B7,Female,0,No,Yes,13,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),119.38,5728.95,Yes
IDB80EA9,Male,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),86.29,1453.67,No
ID1708A4,Female,0,No,Yes,35,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),101.52,3207.28,Yes
ID94E534,Male,0,Yes,Yes,7,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,86.97,2353.25,No
ID571240,Male,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,118.94,1366.31,Yes
ID983552,Male,1,No,Yes,35,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),102.14,4646.06,Yes
IDB43195,Male,0,Yes,Yes,47,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),71.94,3000.62,No
ID727A10,Male,1,Yes,Yes,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.69,3708.63,Yes
ID6299DB,Male,0,Yes,No,67,No,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,88.22,1582.99,Yes
ID94DBA8,Female,1,No,No,61,No,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,79.02,6147.58,No
IDFC72DE,Male,0,Yes,No,50,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.94,2531.4,Yes
ID77AB73,Female,1,Yes,Yes,41,No,No phone service,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.3,2754.89,Yes
ID3D9E6B,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Mailed check,62.87,2032.19,Yes
IDACE707,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),75.81,3486.54,Yes
ID572C92,Female,1,Yes,No,38,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),103.93,3719.34,No
ID1DC5AC,Female,1,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),96.29,4246.74,No
ID86698F,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Credit card (automatic),31.87,7741.19,No
ID65D9C6,Male,1,Yes,No,20,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),44.56,7239.44,No
IDC83A1E,Female,1,No,No,64,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),22.67,4882.95,No
ID97978D,Male,1,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,20.8,330.45,Yes
ID2F11DC,Female,1,Yes,Yes,3,No,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),42.44,4905.84,Yes
ID67A1DE,Male,1,Yes,No,59,Yes,Yes,No,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),99.93,735.56,No
IDEA0228,Female,0,Yes,Yes,60,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),110.47,5688.55,No
ID693A59,Female,0,No,No,19,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),59.18,3132.82,Yes
IDE4F6F5,Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),76.32,6704.82,No
ID10F624,Female,1,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.61,7541.38,No
ID580BD5,Male,0,Yes,No,47,No,Yes,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),115.29,3348.54,Yes
IDDD3B65,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.29,3695.23,Yes
ID668A73,Female,0,Yes,No,60,No,No,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),25.72,4729.38,No
ID6ED2FA,Male,1,No,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,44.82,1593.12,No
ID210B76,Male,0,No,No,53,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,24.91,7420.12,Yes
IDF1A67C,Male,1,Yes,Yes,64,No,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,81.65,3475.34,No
ID962887,Female,1,No,Yes,0,No,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.05,1351.23,No
ID5299D3,Male,0,Yes,Yes,4,No,No,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,50.83,6106.6,Yes
ID8685F9,Female,1,Yes,Yes,14,No,No,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Mailed check,105.39,1768.83,No
IDB17B2B,Female,1,Yes,Yes,27,Yes,No,No,No internet service,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.28,1165.36,No
IDFFC71E,Male,1,Yes,No,22,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,119.84,4511.72,No
ID17BF1A,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),20.04,5378.53,Yes
IDC405C7,Female,0,Yes,No,12,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),30.95,4565.11,Yes
ID87B6FC,Female,0,No,No,13,No,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,No,Electronic check,50.18,5258.95,Yes
ID40EBB9,Male,1,No,No,10,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,22.55,941.88,No
ID0720FC,Male,1,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),98.23,3818.62,No
ID9418D4,Male,0,No,No,41,No,Yes,DSL,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,25.28,2869.01,No
ID24D012,Male,1,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,94.9,7787.48,Yes
ID927C4B,Male,0,No,No,63,No,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,25.26,416.0,No
ID7CD512,Female,1,No,No,30,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),45.27,2400.39,Yes
IDE27FC3,Female,1,No,No,72,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),104.13,7536.06,No
ID7A3B5A,Female,0,Yes,No,9,No,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.11,7868.3,No
IDC1264B,Female,0,No,No,7,No,Yes,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,61.45,6602.71,Yes
IDC86B72,Male,0,Yes,Yes,20,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,116.99,626.47,No
IDD0E7AF,Male,0,No,No,58,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),82.69,4499.61,No
IDA0EAF6,Male,1,Yes,No,49,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,61.58,3212.98,Yes
IDED541A,Female,0,Yes,Yes,68,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,100.28,6455.49,No
ID6CBB93,Female,1,No,Yes,69,No,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),49.53,459.09,No
ID5B28AD,Male,0,Yes,Yes,29,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),46.58,1593.09,No
ID011734,Male,0,Yes,No,16,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),85.65,3923.78,No
ID301FAD,Female,1,No,No,19,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),59.05,1278.03,Yes
IDFAB1D2,Female,0,No,No,47,No,Yes,No,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),33.59,5547.87,No
IDAE9FEB,Male,0,No,No,72,No,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,26.7,6569.72,Yes
ID47EAE4,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),98.78,5642.07,No
ID6EC521,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,87.59,3533.46,No
IDC650F4,Male,1,Yes,Yes,0,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,No,Mailed check,61.18,7029.53,No
ID77E927,Male,1,No,Yes,3,No,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),109.62,1118.74,Yes
ID2C3AEB,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,61.09,2097.5,No
ID11947E,Female,0,Yes,No,24,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),91.03,3926.53,No
ID2AEA4B,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),110.91,509.48,Yes
IDE98F76,Female,1,Yes,No,8,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,104.07,783.57,Yes
IDDCC80F,Female,1,Yes,No,33,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,71.11,3191.6,No
IDD79E5A,Female,1,Yes,Yes,42,No,Yes,No,No internet service,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),88.06,7552.21,Yes
ID6AF18F,Female,1,Yes,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,61.37,7269.14,Yes
ID17CA20,Female,0,No,No,69,No,No phone service,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,84.72,3738.48,No
ID63BEA5,Male,0,No,Yes,1,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.76,1154.43,Yes
ID1AB23B,Male,0,No,No,65,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),63.47,1441.3,No
ID971848,Male,1,Yes,No,31,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,40.95,3032.82,Yes
IDD7F00C,Male,0,Yes,No,15,No,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,23.82,1696.39,Yes
ID01CA7A,Male,1,No,Yes,0,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),78.85,682.15,No
IDD29E02,Male,1,Yes,Yes,71,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,106.44,5396.74,No
IDA7E0B2,Male,0,No,No,47,No,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),22.56,4659.96,No
ID204C72,Female,0,Yes,Yes,49,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,39.6,2344.55,Yes
ID9D17C3,Female,0,Yes,Yes,12,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,66.02,6236.01,No
IDC6CFA5,Male,1,No,No,14,No,No,No,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),86.59,6212.07,No
IDF92DCC,Male,1,No,Yes,52,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),37.12,3938.2,No
ID95126B,Female,0,No,Yes,43,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),25.67,790.33,Yes
ID87E01D,Male,0,No,No,7,No,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.9,7349.39,No
ID9C0702,Male,1,No,No,45,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),101.87,5355.91,No
ID1AE6CC,Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),23.52,1991.47,Yes
IDB3A86F,Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),54.94,4891.43,No
ID9027FA,Female,1,Yes,Yes,37,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,86.35,3252.07,No
IDC50318,Male,0,No,No,10,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,33.07,5090.09,No
ID15C83C,Female,0,No,No,42,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,43.59,3801.49,No
IDA43CAF,Female,0,No,No,19,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.55,3894.07,Yes
ID72A0A4,Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,115.32,5892.34,No
ID65CC0B,Male,1,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),48.73,4917.53,No
IDE2C71E,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),68.75,658.02,No
IDB953A5,Male,1,Yes,No,49,No,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.99,541.68,No
IDC51BD6,Male,0,Yes,No,25,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),109.74,2453.97,No
ID377E2E,Male,1,Yes,Yes,29,No,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),27.19,3453.36,Yes
ID762BAF,Male,0,Yes,Yes,72,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,76.61,2216.28,No
ID32B02D,Female,0,Yes,No,30,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Mailed check,104.61,5218.65,No
ID725E9C,Female,0,No,No,41,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),118.81,1576.96,No
IDA92FD1,Male,0,No,No,67,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.87,5639.05,Yes
IDD7F9D4,Male,0,No,No,60,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),57.99,6189.74,No
IDBB359E,Female,0,No,No,60,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,61.18,1012.07,Yes
ID9290F0,Male,1,No,No,69,No,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,55.17,5213.43,No
ID7C087C,Female,0,No,Yes,67,Yes,No,DSL,No internet service,No,No,No,No,No,One year,No,Mailed check,80.36,7692.26,No
IDD7380B,Male,1,Yes,No,16,No,Yes,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.94,1558.73,Yes
IDF24A17,Male,1,No,No,18,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,No,Mailed check,101.95,7276.24,No
ID4BDB07,Female,0,No,No,50,Yes,No,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,61.66,4856.26,No
IDCD6C57,Male,0,No,No,69,No,No,DSL,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,91.67,4735.74,Yes
IDAD1E50,Female,0,No,No,62,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,111.62,434.34,No
ID64F8CC,Male,1,Yes,No,29,No,No,No,No,No internet service,No,No,Yes,No,One year,No,Electronic check,112.08,5991.44,No
ID1EB0FA,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,90.4,3836.62,No
IDE15952,Male,1,No,Yes,70,No,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),83.69,5774.97,Yes
ID81B3F3,Female,0,Yes,Yes,25,No,No,No,No internet service,Yes,No,No,Yes,No,One year,No,Mailed check,73.15,6477.27,Yes
ID17F9F3,Male,0,Yes,Yes,55,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),38.32,4199.9,No
IDB354A4,Male,1,No,Yes,21,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Mailed check,32.36,2123.88,No
ID15781B,Male,1,No,Yes,18,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),68.57,1149.75,Yes
IDA849CF,Male,0,No,No,30,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.94,1300.81,No
IDCF1E71,Female,1,No,No,25,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),77.7,6938.14,No
IDE4F14B,Female,1,No,No,41,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),84.57,1006.15,Yes
ID7D8A4F,Male,1,Yes,No,40,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),72.56,3089.86,Yes
ID8257A4,Female,1,No,No,22,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),23.64,2687.51,Yes
ID1D3FA6,Male,1,No,No,46,No,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,25.77,6926.34,No
ID5A59BD,Male,0,No,Yes,12,Yes,No phone service,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,31.33,3831.99,No
ID742C24,Male,0,Yes,No,65,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,35.36,7971.64,Yes
ID7FC057,Female,1,No,Yes,65,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,118.99,5901.7,No
ID2EB4FD,Female,0,No,Yes,15,No,No phone service,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),54.45,6810.37,No
IDBA2305,Female,0,No,No,72,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,49.2,807.4,No
ID242805,Female,1,Yes,No,27,No,Yes,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,25.23,2039.76,No
ID55824E,Female,0,No,No,34,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),83.53,1100.86,Yes
ID672750,Female,1,No,No,40,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),85.22,3719.7,No
IDBF5B74,Female,1,No,No,30,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.54,5751.93,Yes
IDFF929E,Female,0,Yes,No,31,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),111.92,1369.13,No
ID7BBE28,Female,1,No,No,53,No,No phone service,No,Yes,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),100.05,1058.74,Yes
ID46D710,Male,1,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,No,Mailed check,43.03,4924.58,Yes
IDA93E40,Female,1,No,No,58,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),68.58,1857.9,No
ID87A183,Female,1,Yes,No,40,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),65.84,3845.01,Yes
ID59FE52,Female,1,No,Yes,65,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),54.85,427.92,No
IDD5545F,Female,0,No,No,53,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),101.76,5451.29,No
IDD1B7FC,Female,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),30.93,4339.7,Yes
ID4CF6E2,Female,1,Yes,Yes,27,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),61.53,5186.43,Yes
ID9137DF,Female,1,Yes,No,36,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,62.8,2217.74,Yes
ID1FC16E,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,66.87,2243.25,Yes
ID68BC22,Female,1,Yes,No,54,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,106.13,6414.86,No
ID680DD4,Female,0,Yes,No,3,No,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),41.82,5754.13,No
ID87004F,Female,1,Yes,No,9,No,No,DSL,No,Yes,No,No,No internet service,No,Two year,No,Electronic check,30.29,4646.23,Yes
